from n,tag,c/e,content,,,,,,,,,,,
135,使得,cause,P2P融资、众筹、网络贷款和信用担保,18,1,18,,,,,,,,
135,使得,effect,金融服务业态发生了巨大变化,13,1,13,,,,,,,,
135,促进,cause,构建全国统一金融消保机构的现实意义（一）有利于,23,1,12,,,,,,,,
135,促进,effect,金融消费者保护法的制定和出台,14,1,14,,,,,,,,
136,使得,cause,石油输出国联合减产,9,1,9,,,,,,,,
136,使得,effect,石油价格从年初的55美元上涨至近期64美元,21,1,21,,,,,,,,
136,使得,cause,房地产商融资所面临的渠道收紧与融资价格抬升,21,1,21,,,,,,,,
136,使得,effect,房地产投资受到银根抑制,11,1,11,,,,,,,,
137,促进,cause,同时导致欧元贬值,8,5,8,,,,,,,,
137,促进,effect,其出口贸易的发展,8,2,8,,,,,,,,
137,造成,cause,受到企业去杠杆与房地产市场下行压力和地方债置换,23,3,7,9,17,19,23,,,,
137,造成,effect,的银行资产收益率下降的综合影响,15,2,10,,,,,,,,
137,导致,cause,英国“脱欧”,6,1,6,,,,,,,,
137,导致,effect,英镑、欧元贬值以及欧洲股市大跌,15,1,7,10,15,,,,,,
137,导致,cause,这会直接,4,0,0,,,,,,,,
137,导致,effect,美元的走强以及人民币兑美元贬值,15,1,5,7,15,,,,,,
137,造成,cause,短期内会,4,0,0,,,,,,,,
137,造成,effect,我国一定程度的资本外流,11,8,11,,,,,,,,
137,使得,cause,英国“脱欧”,6,1,6,,,,,,,,
137,使得,effect,欧盟的自由贸易进程放缓,11,1,11,,,,,,,,
137,促进,cause,还应强化和,5,0,0,,,,,,,,
137,促进,effect,科技金融工程、扶贫金融工程、绿色金融工程,20,1,6,8,13,15,20,,,,
138,带来,cause,一是票据资产管理业务可以减缓票据资产集中于承兑和贴现业务,28,15,28,,,,,,,,
138,带来,effect,的信用风险,5,2,5,,,,,,,,
138,促进,cause,"银行可借助""票据资产证券化""或""票据理财业务""等方式",26,7,13,17,22,,,,,,
138,促进,effect,票据存量资产向投资产品转化,13,1,13,,,,,,,,
139,推动,cause,采取积极行动,6,0,0,,,,,,,,
139,推动,effect,经济增长和维持金融稳定,11,1,4,6,11,,,,,,
139,推动,cause,再有一个是继续努力,9,0,0,,,,,,,,
139,推动,effect,全球金融部门的改革,9,1,9,,,,,,,,
139,推动,cause,此外还有一个,6,0,0,,,,,,,,
139,推动,effect,完善金融市场基础设施,10,1,10,,,,,,,,
139,引起,cause,国际的各种变动会,8,1,7,,,,,,,,
139,引起,effect,资本流动的变化,7,1,7,,,,,,,,
139,促进,cause,强调全球的结构性改革以及强调,14,3,10,,,,,,,,
139,促进,effect,全球经济强劲、可持续和平衡增长,15,1,15,,,,,,,,
139,使,cause,中国也是有强烈的愿望,10,0,0,,,,,,,,
139,使,effect,股本融资的市场更好的发展,12,1,12,,,,,,,,
139,导致,cause,甚至有些缺陷会,7,5,6,,,,,,,,
139,导致,effect,某些问题的突发或者某些问题的潜在的发展,19,1,7,10,19,,,,,,
139,促使,cause,特别是2015年中国金融市场出现的一些动荡也,22,11,21,,,,,,,,
139,促使,effect,我们反思金融监管体制需要做出调整,16,5,16,,,,,,,,
139,使,cause,那么你要想办法,7,0,0,,,,,,,,
139,使,effect,复苏的政策能够尽快出台,11,1,11,,,,,,,,
142,带来,cause,较高的融资利率为其,9,1,7,,,,,,,,
142,带来,effect,了较大的利息支出负担,10,2,10,,,,,,,,
142,引起,cause,绝大部分的中小企业融资之时尚未采用增信措施的现象应当,26,6,24,,,,,,,,
142,引起,effect,市场各类主体的注意与反思,12,1,12,,,,,,,,
142,致使,cause,但传统的第三方担保模式存在一定的局限性,19,2,19,,,,,,,,
142,致使,effect,传统增信措施一直难以在私募债券市场得以普及与发展,24,1,24,,,,,,,,
142,促进,cause,尚未能完全发挥其增信,10,9,10,,,,,,,,
142,促进,effect,发行维护金融安全的强大作用,13,1,8,,,,,,,,
142,导致,cause,获得资料的有限性与准确性均,13,1,12,,,,,,,,
142,导致,effect,中小企业最后所获得的信用评级与其实际情况存在偏差,24,1,24,,,,,,,,
142,造成,cause,这对债券的发行势必,9,3,7,,,,,,,,
142,造成,effect,一定的影响,5,0,0,,,,,,,,
142,促进,cause,以内部增信带动外部增信的模式,14,2,11,,,,,,,,
142,促进,effect,私募债券的发行,7,1,7,,,,,,,,
142,促进,cause,降低风险的同时,7,1,4,,,,,,,,
142,促进,effect,中小企业第三方担保增信发展,13,1,13,,,,,,,,
142,促进,cause,才能较好地配合和,8,0,0,,,,,,,,
142,促进,effect,债券市场增信体系的建设,11,1,11,,,,,,,,
142,引起,cause,防范因利益纷争而,8,4,7,,,,,,,,
142,引起,effect,的指标混乱,5,2,5,,,,,,,,
143,使,cause,同业业务的过度扩张会,10,1,9,,,,,,,,
143,使,effect,资金过度停留在银行体系内做“体内循环”,19,1,19,,,,,,,,
143,使得,cause,同业业务的过度扩张,9,1,9,,,,,,,,
143,使得,effect,银行资产负债规模的壮大脱离了实体经济基础,20,1,20,,,,,,,,
143,造成,cause,银行对实体经济作用的弱化某种程度上也会,19,1,12,,,,,,,,
143,造成,effect,银行社会角色和作用的边缘化,13,1,13,,,,,,,,
143,使,cause,同时通过同业业务操作,10,5,10,,,,,,,,
143,使,effect,资产出表还能够降低风险资本需求,15,1,15,,,,,,,,
144,使得,cause,理财产品的爆发式增长,10,1,10,,,,,,,,
144,使得,effect,越来越多的银行资金流入其中,13,1,13,,,,,,,,
144,促进,cause,为改善民生、扩大内需、,11,2,5,7,10,,,,,,
144,促进,effect,社会和谐稳定、保持经济平稳较快发展,17,1,6,8,17,,,,,,
144,推动,cause,投资者和商业银行的双重需求,13,1,13,,,,,,,,
144,推动,effect,了银行理财业务的爆发式增长,13,2,13,,,,,,,,
144,带来,cause,但同时也会,5,0,0,,,,,,,,
144,带来,effect,新的挑战,4,0,0,,,,,,,,
144,推动,cause,要加快发展文化产业、,10,2,9,,,,,,,,
144,推动,effect,文化产业成为国民经济支柱性产业,15,1,15,,,,,,,,
145,使得,cause,因此该行优秀的单项表现,11,5,11,,,,,,,,
145,使得,effect,其位居理财能力综合排行榜首位,14,1,14,,,,,,,,
145,使,cause,通过收益结构的设计来,10,3,9,,,,,,,,
145,使,effect,投资者能够获得更高的风险溢价,14,1,14,,,,,,,,
145,使得,cause,部分银行在解决上述产品集中和单一的问题上取得的一些突破,27,3,27,,,,,,,,
145,使得,effect,这些银行在产品多样性和成长性得分有较大上升,21,3,21,,,,,,,,
146,导致,cause,以最大程度上化解因资金化态势,14,10,14,,,,,,,,
146,导致,effect,的风险事项,5,2,5,,,,,,,,
146,促进,cause,通过票据资产跨地区流动可,12,3,11,,,,,,,,
146,促进,effect,区域间的金融资源均衡,10,1,10,,,,,,,,
147,推动,cause,借鉴其优秀的监管思想对,11,0,0,,,,,,,,
147,推动,effect,我国互联网财富管理市场的健康发展有着深刻的意义,23,3,16,,,,,,,,
147,促进,cause,而互联网使用规模的扩大将,12,2,11,,,,,,,,
147,促进,effect,该行业内企业业务规模的扩大、市场渗透力的加强,22,5,13,15,22,,,,,,
147,促进,cause,1.4.2金融科技技术的发展科技的发展,19,6,14,,,,,,,,
147,促进,effect,了金融理论的发展,8,2,8,,,,,,,,
147,引起,cause,国外市场的高投资收益品种,12,6,12,,,,,,,,
147,引起,effect,了国内高净值客户的关注,11,4,11,,,,,,,,
148,促进,cause,移动支付可,5,1,4,,,,,,,,
148,促进,effect,中国家庭消费增长16.01%,14,1,8,,,,,,,,
148,使得,cause,移动支付,4,1,4,,,,,,,,
148,使得,effect,消费增长22.10%,10,1,4,,,,,,,,
148,使得,effect,恩格尔系数降低2.28%,12,1,7,,,,,,,,
148,促进,cause,移动支付分别,6,1,4,,,,,,,,
148,促进,effect,消费增长22.81%、16.50%和6.04%,23,1,4,,,,,,,,
149,使得,cause,国际贸易的放缓、商业信心的恶化,15,1,7,9,15,,,,,,
149,使得,effect,投资前景蒙上阴影,8,1,8,,,,,,,,
149,使得,cause,宽松的货币政策立场,9,1,9,,,,,,,,
149,使得,effect,中期金融稳定的风险有所上升,13,1,13,,,,,,,,
149,引发,cause,全球经济活动放缓,8,1,8,,,,,,,,
149,引发,effect,许多发达经济体和发展中经济体转向更宽松的货币政策立场,26,1,26,,,,,,,,
149,推动,cause,加强多边主义是,7,1,6,,,,,,,,
149,推动,effect,全球可持续发展的关键所在,12,1,7,,,,,,,,
150,因为,cause,制造业活动和贸易的恶化,11,1,11,,,,,,,,
150,因为,effect,“全球经济放缓主要,9,2,6,,,,,,,,
150,使,cause,外部需求的放缓以及库存的下降,14,1,7,10,14,,,,,,
150,使,effect,欧元区增长从2018年中期开始承压,17,1,17,,,,,,,,
150,引发,cause,美联储降息成为了,8,1,5,,,,,,,,
150,引发,effect,负利率风潮的直接诱因,10,1,5,,,,,,,,
150,带来,cause,持续负利率,5,1,5,,,,,,,,
150,带来,effect,严重负面影响需要警惕相较于财政政策,17,1,10,,,,,,,,
150,使得,cause,但持续地使用,6,0,0,,,,,,,,
150,使得,effect,其边际效应逐渐下降,9,2,9,,,,,,,,
150,使,cause,负向的利率冲击会,8,1,7,,,,,,,,
150,使,effect,银行股价下降,6,1,6,,,,,,,,
150,带来,cause,负利率带来的经济效益与其,12,1,10,,,,,,,,
150,带来,effect,的负面影响如影随形,9,2,9,,,,,,,,
152,带来,cause,大数据分析和人工智能识别的应用,15,1,5,7,15,,,,,,
152,带来,effect,了客户和风险信息获取成本的降低,15,2,15,,,,,,,,
152,使得,cause,信息获取成本和风险的降低,12,1,12,,,,,,,,
152,使得,effect,保险公司在一定程度上减少了对大数定律的依赖,21,1,21,,,,,,,,
152,带来,cause,有效识别高风险客户也,10,1,9,,,,,,,,
152,带来,effect,了“骗保”难度的加大,10,2,10,,,,,,,,
152,使得,cause,而互联网保险公司的出现则,12,2,11,,,,,,,,
152,使得,effect,保险的运营模式出现了很大变化,14,1,14,,,,,,,,
152,使,cause,使用“无人机+移动互联网”的作业模式可以,20,1,18,,,,,,,,
152,使,effect,以往400亩农田的查勘作业量,14,0,0,,,,,,,,
152,带来,cause,保险科技的运用会对成本管理、资源分配以及运营模式,24,1,7,,,,,,,,
152,带来,effect,深刻的变化,5,0,0,,,,,,,,
152,带来,cause,由保险科技应用,7,2,7,,,,,,,,
152,带来,effect,的竞争力还未明显地影响市场份额,15,2,4,,,,,,,,
152,带来,cause,正如互联网金融给信贷市场,12,3,7,,,,,,,,
152,带来,effect,的冲击影响一样,7,0,0,,,,,,,,
154,使得,cause,刚性兑付,4,1,4,,,,,,,,
154,使得,effect,资管产品保持高收益、低风险的状态,16,1,16,,,,,,,,
154,推动,cause,打破刚兑将从方方面面,10,1,4,,,,,,,,
154,推动,effect,市场的资源配置,7,1,7,,,,,,,,
156,导致,cause,其主要原因是CPI回落,11,7,11,,,,,,,,
156,导致,effect,负利率时代的终结,8,1,8,,,,,,,,
156,使得,cause,这供给两方面的共同作用,11,2,11,,,,,,,,
156,使得,effect,3月份信贷数据超出市场预期,13,4,13,,,,,,,,
157,使得,cause,逆回购的开展,6,1,6,,,,,,,,
157,使得,effect,债市有所好转”,7,1,6,,,,,,,,
157,使得,cause,再加上财政存款的投放也,11,4,10,,,,,,,,
157,使得,effect,市场的紧张情绪有所缓解,11,1,11,,,,,,,,
158,使得,cause,逆回购的开展,6,1,6,,,,,,,,
158,使得,effect,债市有所好转”,7,1,6,,,,,,,,
158,使得,cause,再加上财政存款的投放也,11,4,10,,,,,,,,
158,使得,effect,市场的紧张情绪有所缓解,11,1,11,,,,,,,,
159,使得,cause,快速增长的债务,7,1,7,,,,,,,,
159,使得,effect,西班牙银行的资产负债表规模在过去12年间增长了近3倍,26,7,26,,,,,,,,
160,使得,cause,今年宏观经济形势会,9,3,8,,,,,,,,
160,使得,effect,银行放贷意愿收缩”,9,1,8,,,,,,,,
160,带来,cause,要警惕由于系统性风险,10,6,10,,,,,,,,
160,带来,effect,的流动性环境再紧张”,10,2,9,,,,,,,,
161,使得,cause,资金面趋紧,5,1,5,,,,,,,,
161,使得,effect,银行将揽储作为头等大事,11,1,11,,,,,,,,
163,使得,cause,该意见的出台将,7,2,6,,,,,,,,
163,使得,effect,城投供需关系趋于恶化,10,1,10,,,,,,,,
168,使得,cause,个税起征点的提高,8,1,8,,,,,,,,
168,使得,effect,税延养老险的优惠效果大大减弱,14,1,14,,,,,,,,
169,使得,cause,美元走低,4,1,4,,,,,,,,
169,使得,effect,有色金属、黄金等资源类股票表现活跃,17,1,17,,,,,,,,
170,使得,cause,而央行连续逆回购操作亦,11,2,10,,,,,,,,
170,使得,effect,市场将预期降准的时间窗口延后,14,1,14,,,,,,,,
170,导致,cause,但基于以融资为主要目的的进口操作仍然,18,4,16,,,,,,,,
170,导致,effect,月度进口量自5月份开始持续增长,15,3,15,,,,,,,,
171,促使,cause,金融去杠杆、监管趋严,10,1,5,7,10,,,,,,
171,促使,effect,表外转表内以及直接融资成本上升等多种因素,20,1,5,8,15,,,,,,
171,导致,cause,而市场利率上升,7,2,7,,,,,,,,
171,导致,effect,银行业负债成本整体上升而息差收窄,16,1,16,,,,,,,,
173,引起,cause,（这些情况）让我们再次想起之前曾经在2007年,23,0,0,,,,,,,,
173,引起,effect,全球金融危机美国的次贷危机”,14,1,6,7,13,,,,,,
175,引发,cause,业绩表现、黑天鹅事件,10,6,10,,,,,,,,
175,引发,effect,的个股利空在集中显现,10,2,5,,,,,,,,
175,使得,cause,贵州茅台昨日跌停也,9,1,8,,,,,,,,
175,使得,effect,前期低位布局该股的资金遭遇被套的尴尬,18,1,18,,,,,,,,
175,使得,cause,上述“地雷股”的存在,10,3,10,,,,,,,,
175,使得,effect,机构资金在选股方面更加小心翼翼,15,1,15,,,,,,,,
176,引起,cause,50%的小康家庭认为家庭日常开支是,17,11,16,,,,,,,,
176,引起,effect,家庭支出增加的主要原因,11,1,6,,,,,,,,
176,导致,cause,这些主要贸易伙伴缓慢复苏的经济,15,5,15,,,,,,,,
176,导致,effect,中国经济增长的其中一驾马车-出口增长速度放缓,22,1,22,,,,,,,,
176,由于,cause,现在总体经济环境景气指数下滑所致,16,3,14,,,,,,,,
176,由于,effect,其主要是,4,0,0,,,,,,,,
177,使得,cause,经济下行压力,6,1,6,,,,,,,,
177,使得,effect,市场各方对于政策面加码维稳经济的预期更加一致,22,1,22,,,,,,,,
177,带来,cause,这主要是由于稳增长政策,11,7,11,,,,,,,,
177,带来,effect,需求回暖尚未有效传导至需求面,14,1,14,,,,,,,,
177,推动,cause,但在稳增长政策,7,3,7,,,,,,,,
177,推动,effect,内需持续回升环境下,9,1,6,,,,,,,,
177,使得,cause,“目前资本市场去杠杆的程度,13,4,10,,,,,,,,
177,使得,effect,投资者的风险偏好降至冰点,12,1,12,,,,,,,,
178,带来,cause,这些重要举措将给资本市场开放创新,16,9,16,,,,,,,,
178,带来,effect,怎样的历史机遇,7,0,0,,,,,,,,
179,带来,cause,起步之初高标准的公司治理,12,5,12,,,,,,,,
179,带来,effect,了先发优势,5,2,5,,,,,,,,
179,使,cause,合理、分散、均衡的股权结构,13,1,13,,,,,,,,
179,使,effect,全体股东都能通过股东大会平等充分地行使股东权利,23,1,23,,,,,,,,
179,带来,cause,公司治理也,5,1,4,,,,,,,,
179,带来,effect,了高效的风险管理体系,10,2,10,,,,,,,,
179,带来,cause,是党的坚强领导和决策指引给中国平安,17,2,12,,,,,,,,
179,带来,effect,了难得的发展机遇,8,2,8,,,,,,,,
180,造成,cause,将会对公司的业绩和声誉,11,0,0,,,,,,,,
180,造成,effect,极大的损害,5,0,0,,,,,,,,
180,使,cause,及时的估值体系和流动性市场,13,1,7,9,13,,,,,,
180,使,effect,投资者对信息掌握充分并有一定的选择权,18,1,18,,,,,,,,
184,造成,cause,一旦房地产市场出现大的问题会对整个经济,19,3,13,,,,,,,,
184,造成,effect,极大的破坏,5,0,0,,,,,,,,
185,使得,cause,如此之高的财务杠杆将,10,6,9,,,,,,,,
185,使得,effect,企业对于融资成本的上升和融资渠道的减少变得更加敏感,25,1,25,,,,,,,,
186,使得,cause,同业业务的期限错,8,1,8,,,,,,,,
186,使得,effect,流动性风险与信用风险快速积聚,14,1,14,,,,,,,,
187,带来,cause,充分应用数据革命,8,5,8,,,,,,,,
187,带来,effect,的科技成果,5,2,5,,,,,,,,
189,推动,cause,并非意味着是在基本面,10,0,0,,,,,,,,
189,推动,effect,下新一轮大牛市的开始,10,2,10,,,,,,,,
190,推动,cause,由此带来的财富效应极大地,12,6,9,,,,,,,,
190,推动,effect,了美国经济的增长,8,2,8,,,,,,,,
190,使得,cause,一是新的能源开发方法,10,3,10,,,,,,,,
190,使得,effect,美国页岩气产量大幅增长,11,1,11,,,,,,,,
192,导致,cause,客观上会,4,0,0,,,,,,,,
192,导致,effect,企业的流动性压力增加,10,1,10,,,,,,,,
192,引起,cause,则会进一步,5,0,0,,,,,,,,
192,引起,effect,对企业资质的评估和其他渠道融资的困难,18,1,8,10,18,,,,,,
192,由于,cause,二级市场波动大幅减值无力及时追保,16,1,16,,,,,,,,
192,由于,effect,如果在作为抵押品的股权,11,0,0,,,,,,,,
192,引起,cause,使得股权质押,6,3,6,,,,,,,,
192,引起,effect,广泛关注,4,0,0,,,,,,,,
192,引发,cause,特别是股权质押风险的外部性效应,15,4,15,,,,,,,,
192,引发,effect,市场的一些担忧,7,0,0,,,,,,,,
194,带来,cause,越来越多的民众把危机,10,9,10,,,,,,,,
194,带来,effect,的痛苦归因于全球化,9,7,9,,,,,,,,
194,导致,cause,美元短期内大幅上涨往往会,12,1,9,,,,,,,,
194,导致,effect,资金从新兴市场迅速撤离,11,1,11,,,,,,,,
195,带来,cause,面对“一带一路”建设,10,3,10,,,,,,,,
195,带来,effect,的金融多元化需求,8,2,8,,,,,,,,
196,使得,cause,它的经营特性,6,0,0,,,,,,,,
196,使得,effect,其过度扩张的动力十足,10,2,10,,,,,,,,
201,带来,cause,已经给早中期介入者,9,0,0,,,,,,,,
201,带来,effect,了比较好的投资回报,9,3,9,,,,,,,,
201,使得,cause,货源紧缺的事实,7,1,4,,,,,,,,
201,使得,effect,卡商们赶紧挂牌收购,9,1,9,,,,,,,,
202,推动,cause,进而引导和,5,0,0,,,,,,,,
202,推动,effect,社会资源向优质上市公司集中,13,1,13,,,,,,,,
202,使得,cause,虽然股指期货的加入,9,3,9,,,,,,,,
202,使得,effect,当前的中国金融市场具备了一定的抗风险能力,20,4,20,,,,,,,,
204,促进,cause,以增进人民福祉和,8,2,7,,,,,,,,
204,促进,effect,人的全面发展为目的,9,1,6,,,,,,,,
204,带来,cause,丰富的投资渠道给居民投资理财,14,1,7,,,,,,,,
204,带来,effect,了更多选择,5,0,0,,,,,,,,
205,使得,cause,这种没钱没股便可申购的“免费打新”模式,19,3,19,,,,,,,,
205,使得,effect,申购可转债比申购新股的门槛还低,15,1,15,,,,,,,,
206,促使,cause,金融科技的崛起和迅速发展,12,1,12,,,,,,,,
206,促使,effect,银行纷纷通过借鉴金融科技公司的创新思路,19,7,19,,,,,,,,
206,推动,cause,利用其创新成果来,8,1,7,,,,,,,,
206,推动,effect,银行金融科技业态的研发与应用,14,1,14,,,,,,,,
206,使得,cause,大数据应用,5,1,5,,,,,,,,
206,使得,effect,云计算成本降低、数据资源得以积累,16,1,7,9,16,,,,,,
206,促进,cause,也会极大,4,0,0,,,,,,,,
206,促进,effect,B端原有金融效率的提升,11,1,11,,,,,,,,
207,带来,cause,向成熟的租赁同业购买存量资产为同业业务,19,1,14,,,,,,,,
207,带来,effect,巨大增量需求,6,1,6,,,,,,,,
208,带来,cause,同时也能够为证券公司,10,0,0,,,,,,,,
208,带来,effect,新的利润来源,6,1,6,,,,,,,,
211,使得,cause,另外这个做法也,7,0,0,,,,,,,,
211,使得,effect,土地开发缺乏统一规划,10,1,10,,,,,,,,
212,使得,cause,政策和市场的共同推动,10,1,10,,,,,,,,
212,使得,effect,理财市场逐步迎来“大资管”时代,15,1,15,,,,,,,,
214,使得,cause,加强风险控制资产证券化的“破产隔离”,18,1,18,,,,,,,,
214,使得,effect,发起人将贷款出售后便可将风险完全转移,18,1,18,,,,,,,,
214,使,cause,而且风险转移过程,8,3,8,,,,,,,,
214,使,effect,证券化资产的违约风险评估变得非常复杂,18,1,18,,,,,,,,
215,使得,cause,受欧债危机,5,2,5,,,,,,,,
215,使得,effect,全球避险情绪升温的影响,11,1,8,,,,,,,,
216,促使,cause,2008年的全球金融危机,12,7,12,,,,,,,,
216,促使,effect,国际监管组织对于金融风险管控进行重新思考,20,1,20,,,,,,,,
216,导致,cause,这使得新兴市场经济体更易受到全球趋势,18,15,18,,,,,,,,
216,导致,effect,的资本流动突然逆转的冲击,12,2,12,,,,,,,,
217,使得,cause,合规身份的确立,7,1,7,,,,,,,,
217,使得,effect,更为广阔的市场空间向第三方支付市场开放,19,3,19,,,,,,,,
218,促使,cause,我国金融科技的发展正,10,1,9,,,,,,,,
218,促使,effect,新金融和传统金融加速融合,12,1,12,,,,,,,,
218,促进,cause,科技创新在,5,1,4,,,,,,,,
218,促进,effect,金融业态转型升级的过程中以服务好更多的客户群体为目标,26,1,8,,,,,,,,
221,使得,cause,尤其大盘转债的上市将,10,3,9,,,,,,,,
221,使得,effect,存量标的的稀缺性进一步下降,13,1,13,,,,,,,,
221,造成,cause,光大银行大盘转债供给会,11,1,10,,,,,,,,
221,造成,effect,一定的承接压力,7,4,7,,,,,,,,
222,导致,cause,信贷政策逐步收紧,8,1,8,,,,,,,,
222,导致,effect,部分商业银行为减少风险资产,13,1,13,,,,,,,,
222,使,cause,监管措施的加强将,8,1,7,,,,,,,,
222,使,effect,金融体系发生积极的变化,11,1,11,,,,,,,,
223,使得,cause,若无新动力,5,0,0,,,,,,,,
223,使得,effect,投资收益率上升,7,1,7,,,,,,,,
223,促使,cause,PPI在四季度的企稳也,11,1,10,,,,,,,,
223,促使,effect,库存周期转换,6,1,6,,,,,,,,
223,带来,cause,以及销售回升,6,3,6,,,,,,,,
223,带来,effect,的资金回笼加快是地产投资反弹的主因,17,2,7,9,14,,,,,,
223,使得,cause,出口低迷,4,1,4,,,,,,,,
223,使得,effect,制造业从去库存到去产能,11,1,11,,,,,,,,
226,使得,cause,2月新股发行大幅减少、资金面相对宽裕,18,3,10,12,18,,,,,,
226,使得,effect,股票市场具有相对宽松的环境,13,1,13,,,,,,,,
226,使得,cause,这些行业的抗周期、抗通胀能力,14,6,8,10,14,,,,,,
226,使得,effect,它们具有很好的投资价值”,12,3,11,,,,,,,,
227,使得,cause,此前央行的政策信号,9,3,9,,,,,,,,
227,使得,effect,商业银行认为人民币将继续升值,14,1,14,,,,,,,,
227,使,cause,而美国9月推出的QE3正好在一定程度上,19,2,11,,,,,,,,
227,使,effect,外币流入增多,6,1,6,,,,,,,,
227,造成,cause,但也会直接,5,0,0,,,,,,,,
227,造成,effect,泡沫风险加重,6,1,6,,,,,,,,
228,导致,cause,与欧洲主权债务危机相关的风险厌恶情绪加剧,20,1,20,,,,,,,,
228,导致,effect,美元离岸人民币空头回补升温,13,1,13,,,,,,,,
228,推动,cause,海外投资者的人民币升值预期,13,1,13,,,,,,,,
228,推动,effect,离岸在岸人民币溢价升高至3%,14,1,14,,,,,,,,
228,导致,cause,进一步开放资本账户或,10,1,9,,,,,,,,
228,导致,effect,在岸市场的波动对离岸市场产生更大影响,18,1,18,,,,,,,,
231,带来,cause,最终又返过来对汇率,9,0,0,,,,,,,,
231,带来,effect,负面的影响,5,0,0,,,,,,,,
232,使得,cause,置换债券发行,6,1,6,,,,,,,,
232,使得,effect,地方政府可以减少财政收入资金用于偿还到期债务,22,1,22,,,,,,,,
232,使得,cause,“置换债券发行,7,2,7,,,,,,,,
233,使得,cause,牛市的回归正在,7,1,5,,,,,,,,
233,使得,effect,私募资管规模出现“大跃进”,13,1,13,,,,,,,,
233,带来,cause,尤其是新产品成立,8,4,8,,,,,,,,
233,带来,effect,大量的增量资金,7,1,7,,,,,,,,
233,使得,cause,创新产品的丰富也有望,10,1,7,,,,,,,,
233,使得,effect,私募告别靠天吃饭的尴尬境地,13,1,13,,,,,,,,
234,引发,cause,部分创业板公司上市后业绩迅速“变脸”的速度,21,3,21,,,,,,,,
234,引发,effect,业内的广泛质疑,7,1,7,,,,,,,,
235,导致,cause,而平安银行则是互联网金融化,13,8,13,,,,,,,,
235,导致,effect,业绩加速成长,6,1,6,,,,,,,,
237,使得,cause,业绩预告也,5,1,4,,,,,,,,
237,使得,effect,部分业绩较差的个股的利空在上周得以释放,19,3,19,,,,,,,,
239,使,cause,使得腾邦国际得以,8,0,0,,,,,,,,
239,使,effect,其商旅与金融达成协同效应”,13,2,12,,,,,,,,
240,使得,cause,由此下半年IPO发行节奏将较此前加快也,19,6,18,,,,,,,,
240,使得,effect,市场担忧情绪有所升温,10,1,10,,,,,,,,
240,造成,cause,近期资金大举流出蓝筹板块也,13,3,12,,,,,,,,
240,造成,effect,大盘陷入震荡,6,1,6,,,,,,,,
240,因为,cause,经济低迷而进一步提升,10,1,4,,,,,,,,
240,因为,effect,但鉴于政策预期会,8,4,7,,,,,,,,
240,使得,cause,经济数据的接连走弱,9,1,9,,,,,,,,
240,使得,effect,经济复苏预期持续弱化,10,1,10,,,,,,,,
240,促进,cause,二季度出台的,6,0,0,,,,,,,,
240,促进,effect,基建和提速棚户区改造等措施,13,1,13,,,,,,,,
242,使得,cause,但升值预期的扭转或将,10,2,8,,,,,,,,
242,使得,effect,人民币波动幅度进一步增大,12,1,12,,,,,,,,
243,使得,cause,统一的货币政策,7,1,7,,,,,,,,
243,使得,effect,各成员国在应对外部风险时很大程度上只能依赖财政政策,25,1,25,,,,,,,,
244,由于,cause,技术本身固有的缺陷,9,1,9,,,,,,,,
244,由于,effect,刷脸支付、声音支付、指纹支付、空付,17,1,4,6,9,11,14,,,,
245,使得,cause,所以传统金融借助互联网可以,13,3,11,,,,,,,,
245,使得,effect,这种共享做的更好,8,3,8,,,,,,,,
246,造成,cause,如果是因为缺乏流动性,10,6,10,,,,,,,,
246,造成,effect,的阶段性兑付困难,8,2,8,,,,,,,,
246,造成,cause,但是如果因为信托从业人员的操作风险和道德风险,22,7,22,,,,,,,,
246,造成,effect,的兑付问题,5,2,5,,,,,,,,
246,造成,cause,激励性薪酬延付对个人谋求利益的积极性,18,1,7,,,,,,,,
246,造成,effect,一定程度的打击,7,0,0,,,,,,,,
248,使得,cause,债务置换将,5,1,4,,,,,,,,
248,使得,effect,地方政府隐性担保显性化,11,1,11,,,,,,,,
248,推动,cause,2015年后期城投债的相对优势将有望,18,8,15,,,,,,,,
248,推动,effect,其信用利差进一步收窄,10,2,10,,,,,,,,
249,造成,cause,因为美联储要对抗美元升值,12,9,12,,,,,,,,
249,造成,effect,的货币条件紧缩效应,9,2,9,,,,,,,,
250,使得,cause,而长盈精密的上升通道则,11,2,10,,,,,,,,
250,使得,effect,智能终端设备股反复活跃,11,1,11,,,,,,,,
250,使得,cause,强大的赚钱示范效应,9,1,9,,,,,,,,
250,使得,effect,新增资金血脉贲张,8,1,8,,,,,,,,
250,因为,cause,公司股价被低估而增持,10,1,10,,,,,,,,
250,因为,effect,而地产股中的鲁商置业等个股的控股股东,18,0,0,,,,,,,,
250,带来,cause,部分增量资金开始关注传统产业股估值“洼地”所,22,3,21,,,,,,,,
250,带来,effect,的投资机会,5,2,5,,,,,,,,
251,带来,cause,您认为金融科技对商业银行,12,4,7,,,,,,,,
251,带来,effect,了哪些改变,5,0,0,,,,,,,,
251,推动,cause,商业银行借助科技创新,10,1,10,,,,,,,,
251,推动,effect,战略转型主要体现在三个层面,13,1,4,,,,,,,,
252,使得,cause,艺术品独特的个体特征,10,1,10,,,,,,,,
252,使得,effect,其通常缺乏明确统一的价值衡量标准,16,4,16,,,,,,,,
