article,sentence,keyword,cause/effect,content,,,,,,,
62,18,导致,cause,当年美联储主席伯南克认为，次贷危机的爆发是因为中国等亚洲国家有储蓄过剩，结果用到了美国，使得美国人过度消费，储蓄率降低，最后,62,,,,,,
62,18,导致,cause,了这个问题,5,,,,,,
62,20,带来,cause,那一轮亚洲金融风波以后，储蓄率的变化确实,20,,,,,,
62,20,带来,cause,很多值得研究的题目,9,,,,,,
62,28,造成,cause,金融机构遇到的问题一些是危机造成的，也有一些是金融机构自身的原因,32,,,,,,
62,28,造成,cause,的，怎么处置是个问题,10,,,,,,
62,47,带来,cause,金融危机发源于发达国家，但有可能对发展中国家造成损害，特别是,30,,,,,,
62,47,带来,cause,资本外流、贸易融资短缺等问题,14,,,,,,
62,52,作用,cause,在宏观审慎政策框架里我们强调资本缓冲的,19,,,,,,
62,52,作用,cause,，强调逆周期调节,8,,,,,,
62,53,使得,cause,同时，我们也通过新的规则要求出台了压力测试，,22,,,,,,
62,53,使得,cause,一些资本薄弱的金融机构加快在资本市场融资，通过新的融资强健自己的资本基础,36,,,,,,
62,68,指引,cause,另外我们也尝试过前瞻性,11,,,,,,
62,68,指引,cause,等等调节的措施,7,,,,,,
62,71,带来,cause,一个是有些政策机制存在争议，还有一个就是有些想要出台的政策和机制确实和经济复苏有一定的冲突，经济复苏如果没有实现，有些新的措施出台就有可能给复苏,72,,,,,,
62,71,带来,cause,负面影响,4,,,,,,
62,72,带来,cause,所以，这会,5,,,,,,
62,72,带来,cause,一些犹豫不决或者在时间选择上适当拖后,18,,,,,,
62,74,作用,cause,周小川：我们应该去回顾一下还有哪些需要做，这些做法会对于国际金融治理体系改进，以及防范下一轮全球经济危机有重要,55,,,,,,
62,74,作用,cause,nan,3,,,,,,
62,77,使,cause,第一个就是本次金融危机里，金融体系中过多的顺周期因素，或者说正反馈机制，容易,38,,,,,,
62,77,使,cause,系统大起大落,6,,,,,,
62,80,导致,cause,这里面也有民粹主义政策的因素，为了减少对外部评级的依赖，要更多地依赖内部评级，但内部评级也有它的问题，最后,53,,,,,,
62,80,导致,cause,各方也在控制对内部评级的依赖程度,16,,,,,,
62,81,决定,cause,到去年年底，“巴塞尔协议Ⅲ”定稿的时候，内部评级模型的输出和标准法输出的下限,38,,,,,,
62,81,决定,cause,在72.5%，还是限制了对逆周期因素的引入,21,,,,,,
62,93,以至,cause,就全球来说，走得还不够远、不够充分,17,,,,,,
62,93,以至,cause,最近又出现了一些纯粹炒作性的、数字类、加密类的一些产品，跟实体经济没有什么关系，但仍旧可以继续炒热,49,,,,,,
62,95,造成,cause,第四，本轮经济危机中暴露的一个问题就是对新兴市场,24,,,,,,
62,95,造成,cause,一些不利的冲击,7,,,,,,
62,97,使得,cause,储备货币是美元，一旦主要经济体发生危机以后，这种国际货币体系会,31,,,,,,
62,97,使得,cause,资本流动发生异常,8,,,,,,
62,101,导致,cause,是因为中国和亚洲国家有储蓄过剩，结果用到了美国，使得美国人过度消费，使得美国人储蓄率降低，最后,47,,,,,,
62,101,导致,cause,了这个问题,5,,,,,,
62,103,带来,cause,那一轮亚洲金融风波以后，储蓄率的变化确实,20,,,,,,
62,103,带来,cause,很多值得研究的题目,9,,,,,,
62,108,由于,cause,财政政策的空间问题,9,,,,,,
62,108,由于,cause,货币政策运用得比较多,10,,,,,,
62,122,造成,cause,不光是由于危机,7,,,,,,
62,122,造成,cause,金融机构出问题，有的是自己金融机构质量出现问题,23,,,,,,
63,3,带来,cause,关税导致美国的商品价格水平大幅提升，而供应链转移的低效率与高成本在短期内不足以抵消价格上涨、企业收入下降与中方的报复性关税等,62,,,,,,
63,3,带来,cause,的负面影响，贸易摩擦的高成本最终将由美国企业与美国消费者承担,30,,,,,,
63,4,从而,cause,中央财经大学金融学院副院长谭小芬《金融时报》记者：传统的贸易模型假定，在一国对进口商品征收关税的情况下，外国出口商会通过降低商品的出口价格与进口商共同承担需缴纳的关税,83,,,,,,
63,4,从而,cause,在一定程度上缓解进口价格上升幅度过大带来的进口需求的锐减,28,,,,,,
63,7,导致,cause,同时，政府关税收入的分配的不均衡也,17,,,,,,
63,7,导致,cause,了关税的负面影响向消费者与进口企业倾斜，加大了社会福利的净损失,31,,,,,,
63,8,造成,cause,根据该研究的估计，截至2018年，进口关税已经给美国消费者和进口商,33,,,,,,
63,8,造成,cause,了每月30亿元的额外税收成本和每月14亿美元的福利损失,27,,,,,,
63,9,造成,cause,《金融时报》记者：那么，关税,14,,,,,,
63,9,造成,cause,的损失首当其冲会体现在何处？,14,,,,,,
63,10,导致,cause,谭小芬：首先就是进口价格上升带动整体价格水平上升，,25,,,,,,
63,10,导致,cause,消费者实际收入与企业利润的下降,15,,,,,,
63,11,导致,cause,由于关税将全部由进口企业缴纳，进口关税的上涨将,23,,,,,,
63,11,导致,cause,商品进口价格的大幅上升,11,,,,,,
63,13,导致,cause,一方面，价格水平的上升,11,,,,,,
63,13,导致,cause,了实际工资水平的下降,10,,,,,,
63,14,导致,cause,虽然进口关税能够为本国生产商提供贸易保护从而一定程度上促进企业收入与工人工资的提高，但进口价格的大幅上升刺激了通货膨胀，,60,,,,,,
63,14,导致,cause,较低的名义工资增长被较大的生活成本的上升抵消,22,,,,,,
63,15,使得,cause,NBER的估计结果表明，2018年美国加征关税以来，进口商品价格平均上涨约2%，带动CPI上涨了约1.3%，,54,,,,,,
63,15,使得,cause,美国贸易部门的工人的实际工资水平下降了0.7%,23,,,,,,
63,16,带来,cause,另一方面，由于受关税影响的进口商品中既有最终产品也有中间产品，进口商品价格的上升不仅造成了该类企业产品需求的下降，也造成了生产成本的上升，对于贸易企业的利润,78,,,,,,
63,16,带来,cause,不可忽视的负面冲击,9,,,,,,
63,20,造成,cause,进口产品价格的上涨将削减中国对美国农产品、钢铁等产品的进口需求，对农民与工人收入以及商品价格,46,,,,,,
63,20,造成,cause,负面冲击,4,,,,,,
63,22,使得,cause,根据NBER研究的估计，截至2018年底，他国的报复性关税,29,,,,,,
63,22,使得,cause,美国的月出口额平均减少24亿美元,16,,,,,,
63,24,从而,cause,谭小芬：理论上，美国企业可以通过供应链的重构，包括将订单转移至不受关税影响的国家（如越南等）或将生产环节转移至美国国内,59,,,,,,
63,24,从而,cause,避免关税带来的产品价格上涨,13,,,,,,
63,25,导致,cause,但是较高的成本与较低的效率使得重构供应链在短期内难以发挥效用，甚至会,34,,,,,,
63,25,导致,cause,额外的成本,5,,,,,,
63,27,使得,cause,以高端机械制造行业为例，由于中国企业近年来的技术提升与转型升级，其提供的较高的产品质量与交付能力,48,,,,,,
63,27,使得,cause,美国进口商难以在短时间内花较低的成本找到可替代的生产商,27,,,,,,
63,31,导致,cause,根据美国经济政策研究中心所做的研究，新的关税不仅将导致每月30亿美元的直接关税成本，而且将产生每月14亿美元的间接费用，后者来自于向高成本供应商转移,74,,,,,,
63,31,导致,cause,的生产成本的上升,8,,,,,,
63,32,导致,cause,因此，至少在短期内，美国企业难以通过供应链重构以避免进口关税,30,,,,,,
63,32,导致,cause,的价格上升,5,,,,,,
63,35,使,cause,根据关税的再分配效应，进口商品价格的提高，增强了替代产品的价格竞争力，拉动对美国商品的需求，,46,,,,,,
63,35,使,cause,进口替代品的生产者获利,11,,,,,,
63,39,导致,cause,根据NBER的最新估计，在进口产品与本国产品都占主导的部门，对进口商品征收10%的关税将,44,,,,,,
63,39,导致,cause,国内生产者价格在12个月内上涨1.3%,19,,,,,,
63,40,由于,cause,更高的关税而被迫提高价格时,13,,,,,,
63,40,由于,cause,美国的生产商也会提高价格,12,,,,,,
63,44,使得,cause,选举等政治性因素使得美报复性关税所针对的行业（例如农业）集中分布于共和党的支持州或县，,43,,,,,,
63,44,使得,cause,这些地区首当其冲的受到来自关税的负面冲击,20,,,,,,
63,47,因此,cause,虽然补贴政策似乎保障了农民的利益，但关税的实际缴纳者为美国的全体消费者,35,,,,,,
63,47,因此,cause,，有学者提出特朗普的新关税政策实际上是牺牲全部消费者的利益以补贴自己的支持者，关税的实际承担者仍旧是消费者,53,,,,,,
63,48,促使,cause,各方观点：中国银行国际金融研究所所长陈卫东：从长期来看，中美贸易战可以,35,,,,,,
63,48,促使,cause,中国银行业进一步提高风险识别和风险管理能力以及对合规风险的重视程度，有助于中国银行业夯实全球发展的基础，提升全球竞争力,59,,,,,,
63,49,引发,cause,同时，受中美双边贸易下滑及其可能,16,,,,,,
63,49,引发,cause,的全球避险情绪和金融市场动荡影响，中国银行业的贸易融资、全球金融市场等业务将面临压力，而低资本消耗、低风险承受的轻资产类业务将迎来发展机遇,69,,,,,,
63,51,带来,cause,中银香港首席经济学家鄂志寰：相比而言，贸易战,22,,,,,,
63,51,带来,cause,的金融风险大于贸易风险，应摆脱就贸易谈贸易的思维定式，把贸易战放到全球产业竞争格局的背景下，综合施策、短中长结合，做足准备，妥善应对,66,,,,,,
63,55,从而,cause,法兰克福金融合作协会董事总经理胡贝图斯·魏特：中美贸易战将导致中国金融业进一步、更快地开放,45,,,,,,
63,55,从而,cause,有利于人民币的国际化进程，而资本市场开放的方式和速度将对金融行业的结构产生较大的长期影响,44,,,,,,
64,0,作用,cause,金融作为当代经济发展的核心，在经济绿色转型和绿色发展过程中有着举足轻重的,36,,,,,,
64,0,作用,cause,，发展绿色金融对于我国绿色经济发展意义重大,21,,,,,,
64,1,推动,cause,日前，天津财经大学金融学院教授、中国滨海金融协同创新中心主任王爱俭就绿色金融如何,40,,,,,,
64,1,推动,cause,我国经济绿色转型和发展接受了本报记者的采访，并结合我国绿色金融发展现状，提出了相应的对策建议,46,,,,,,
64,6,推动,cause,我国政府清楚地意识到环境保护的重要性，大力推进生态文明建设，并且致力于,35,,,,,,
64,6,推动,cause,经济的绿色转型,7,,,,,,
64,8,带来,cause,经济发展,4,,,,,,
64,8,带来,cause,的环境问题以及随之而来的经济绿色转型压力，催生了绿色金融,28,,,,,,
64,12,作用,cause,《金融时报》记者：绿色金融在推动经济绿色转型和发展中的,27,,,,,,
64,12,作用,cause,，具体体现在哪些方面？,11,,,,,,
64,14,所以,cause,金融系统最基本的功能就是将资金聚集起来形成产业资本并用于投资,30,,,,,,
64,14,所以,cause,绿色金融主要通过汇集资金和引导资金流向那些有助于产业结构调整的行业，形成发展绿色产业所必需的绿色金融资本，有效地降低绿色产业在发展过程中筹集资本的成本，为绿色产业的发展提供有利条件,90,,,,,,
64,16,从而,cause,绿色金融通过降低绿色投融资成本和节能减排成本，从而降低绿色发展的成本，并将环境风险显性化，间接提高了高污染项目的成本,58,,,,,,
64,16,从而,cause,起到抑制污染性投资的目的,12,,,,,,
64,17,由于,cause,自然资源具有公共品属性,11,,,,,,
64,17,由于,cause,使用自然资源会产生负外部性（环境污染、生态恶化等）,25,,,,,,
64,18,从而,cause,而且在如今市场条件下，使用者根本不用为其产生的负外部性付出代价,31,,,,,,
64,18,从而,cause,导致了过度消耗、过度污染的倾向,15,,,,,,
64,19,使得,cause,借助于金融交易的资产定价功能，绿色金融市场（碳排放权交易市场等）可以使得负外部性内部化，,44,,,,,,
64,19,使得,cause,资源价格中包含环境成本,11,,,,,,
64,21,促进,cause,第三，绿色金融能够,9,,,,,,
64,21,促进,cause,产业整合,4,,,,,,
64,24,推动,cause,第四，绿色金融,7,,,,,,
64,24,推动,cause,环境信息公开,6,,,,,,
64,25,使得,cause,绿色金融,4,,,,,,
64,25,使得,cause,投资者在投融资决策中将潜在的环境影响考虑在内，考虑投资决策的环境风险与成本，在金融经营活动中注重对生态环境的保护以及环境污染的治理,65,,,,,,
64,30,促进,cause,因此，绿色金融将有效优化生产要素的供给结构，削减传统产业的过剩产能，,34,,,,,,
64,30,促进,cause,新兴绿色产业的加速发展,11,,,,,,
64,32,作用,cause,金融不仅仅对生产者有影响，同样会对消费者带来不可估量的,27,,,,,,
64,32,作用,cause,nan,3,,,,,,
64,33,作用,cause,首先绿色金融使得金融资源在绿色消费领域具备可获得性，使得有绿色消费意愿但是由于当下资金实力有限的消费者可以进入绿色消费领域，发挥金融在消费上的撬动,73,,,,,,
64,33,作用,cause,nan,3,,,,,,
64,34,从而,cause,其次通过对资源的高效配置，绿色消费者使用的绿色金融工具可以降低成本，进而使绿色消费产品在价格上具有比较优势，推动社会资源更多地向绿色消费产业链上流动,74,,,,,,
64,34,从而,cause,在源动力上拉动社会的绿色生产引擎，推动绿色经济发展,25,,,,,,
64,46,由于,cause,绿色金融的认识水平较浅、发展起步实践较晚,20,,,,,,
64,46,由于,cause,对于其相关法律体系尚未健全,13,,,,,,
64,48,从而,cause,我国绿色金融产品在设计上存在着只注重融资渠道而忽视融资对象的特征，主要面向大型环保类企业和大型清洁能源、节能减排项目为主，针对中小型环保企业、个人、家庭的绿色金融产品非常少,86,,,,,,
64,48,从而,cause,导致了绿色金融产品难以渗透到社会各个领域，影响力受限,26,,,,,,
64,52,所以,cause,企业绿色转型成本较高，而且粗放式的经营模式并没有对其自身利益造成多大损害,36,,,,,,
64,52,所以,cause,企业积极性不高,7,,,,,,
64,68,作用,cause,一是要深入优化现有绿色金融产品和服务，充分发挥绿色信贷、绿色债券、绿色保险等金融产品的,43,,,,,,
64,68,作用,cause,nan,3,,,,,,
64,69,引发,cause,二是要引导金融机构需要把绿色金融作为重要经营战略，积极创新组织机制和适合行业区域特点的绿色金融产品、工具、管理模式，加大对绿色金融渠道和产品的应用，以破解绿色投融资所面临的期限错配、信息不对称,96,,,,,,
64,69,引发,cause,“洗绿”风险等问题，多渠道、全方位地为绿色产业和绿色项目提供融资支持,34,,,,,,
65,4,推动,cause,实际上，比起当初以金融股为代表的个别权重板块,22,,,,,,
65,4,推动,cause,的指数型上涨，当前“中小创”的接力才真正让更大范围的股民感受到了牛市的实惠和喜悦,40,,,,,,
65,29,引发,cause,当前，权重股涨势减弱，大量资金由此重新开始眷顾防御型消费股和题材成长股，由于这些个股的盘子相对较小，资金介入,54,,,,,,
65,29,引发,cause,的市场热情料将丰富和持久,12,,,,,,
65,33,使得,cause,短期的快速上涨,7,,,,,,
65,33,使得,cause,权重板块本身具备休整需求；,13,,,,,,
65,34,使得,cause,而近期监管层对市场态度的微妙变化，也,18,,,,,,
65,34,使得,cause,指数型快速上攻不再成为资金运作的主要手法,20,,,,,,
65,36,使得,cause,而短期休整的开启，又,10,,,,,,
65,36,使得,cause,前期获利盘回吐冲动增强,11,,,,,,
65,37,因此,cause,但总体而言，改革催生的牛市中，蓝筹股仍未走出风口，依靠仍旧相对较低的估值和改革预期而存在上攻空间，经济也需要市场向好来协助改革的实施,66,,,,,,
65,37,因此,cause,蓝筹大幅回调的可能性不大,12,,,,,,
65,38,使得,cause,这些因素叠加，,7,,,,,,
65,38,使得,cause,权重板块迎来了横盘震荡调整,13,,,,,,
65,41,使得,cause,从120日涨跌幅来看，创业板指和中小板指的同期涨幅均未超过三成，且在12月中下旬均经历了较为快速的调整，这,53,,,,,,
65,41,使得,cause,这些板块内的个股短线积蓄了反弹动能，且不少个股重新具备了中长线布局的价值,36,,,,,,
65,42,由于-因而,cause,中小盘股的盘子远小于大盘股，,14,,,,,,
65,42,由于-因而,cause,只需要较少的资金就可以维系热度并营造良好的赚钱效应，从这个角度看，中小盘股当前行情的热度和持续性均值得期待,53,,,,,,
65,44,使得,cause,当前中小盘股面临的风险点有两个：一是在监管力度与风控增强的背景下，处罚操纵股价等,40,,,,,,
65,44,使得,cause,部分中小盘股承压；,9,,,,,,
65,45,因而,cause,二是前期调整幅度有限，整体重心实质上依旧在提升,23,,,,,,
65,45,因而,cause,估值依旧相对较高,8,,,,,,
66,15,作用,cause,三是人民币汇率发生了一定幅度的贬值，客观上对出口存在一定支撑,30,,,,,,
66,15,作用,cause,nan,3,,,,,,
66,16,使,cause,第二，严控地方政府债务背景下，地方融资平台受限,23,,,,,,
66,16,使,cause,基建投资明显下行,8,,,,,,
66,19,使得,cause,同时，“终生问责、倒查责任”的压力也,18,,,,,,
66,19,使得,cause,地方官员推基建、上项目的积极性被削弱,18,,,,,,
66,23,使得,cause,而销售回款在房地产开发资金中占有较高比例，房地产销售的放缓,29,,,,,,
66,23,使得,cause,建安投资发生了明显下降,11,,,,,,
66,24,从而,cause,但是经过两年多大力度的去库存政策，我国商品房库存已经下降到极低的水平，房企补库存的意愿较为强烈,47,,,,,,
66,24,从而,cause,带动了土地购置费的大幅增长,13,,,,,,
66,29,因而,cause,更为重要的是，在供给侧改革严厉执行的时期，中上游行业乃至整个制造业的新增产能受到较为严格的限制,47,,,,,,
66,29,因而,cause,制造业投资处于被抑制的状态,13,,,,,,
66,35,使得,cause,从主要的消费品类上看，汽车消费在购置税优惠政策退出后大幅回落，房地产周期下行也,39,,,,,,
66,35,使得,cause,家电家具等消费品类增速放缓，整体消费增速下滑的态势较为明显,29,,,,,,
66,50,因此,cause,中央经济工作会议要求继续坚持结构性去杠杆的基本思路，考虑到杠杆率变化领先经济变化约一年时间,45,,,,,,
66,50,因此,cause,去杠杆对经济的滞后影响还将延续到今年,18,,,,,,
66,52,使,cause,严调控下房地产销售和建安投资承压，棚改力度减弱也,24,,,,,,
66,52,使,cause,商品房库存累积和土地购置下滑，房地产投资面临较大下行压力,28,,,,,,
66,67,因此,cause,历史上，名义GDP回落对基准利率下调有一定预示意义,25,,,,,,
66,67,因此,cause,今年存在降息可能性,9,,,,,,
66,68,使,cause,尽管专项债加大发行会对银行间市场利率产生向上压力，但历史表明，货币政策将积极配合,40,,,,,,
66,68,使,cause,其维持低位,5,,,,,,
66,72,使得,cause,供给侧改革约束放松趋势愈发明显，,16,,,,,,
66,72,使得,cause,未来制造业投资具有一定韧性，成为缓冲经济下行的一股重要力量,29,,,,,,
66,79,作用,cause,基建投资都发挥逆周期对冲,12,,,,,,
66,79,作用,cause,，全年保持反弹趋势,9,,,,,,
66,80,使,cause,但与2012年相比，当前政府对经济增长的目标有所淡化，政府债务等约束,34,,,,,,
66,80,使,cause,基建投资难现以往的力度，贸易摩擦和去杠杆更是过去不曾有过的新情况,32,,,,,,
66,83,使得,cause,2018年社融增速持续走低，,14,,,,,,
66,83,使得,cause,经济下行的趋势还将延续,11,,,,,,
66,84,从而,cause,如果财政和货币等政策能够对冲得当，2019年上半年社融增速可能会止跌企稳,36,,,,,,
66,84,从而,cause,使2019年下半年的经济企稳见底,16,,,,,,
66,85,决定,cause,展望2019年，对冲或是经济运行最大的特点，经济的下行压力与政策的相应对冲将反复演绎，并,44,,,,,,
66,85,决定,cause,最终的经济均衡路径,9,,,,,,
66,93,使,cause,“开前门、堵后门”下专项债扩容或为最大看点，并对市场利率产生向上压力，但货币政策将积极配合,45,,,,,,
66,93,使,cause,其维持低位,5,,,,,,
67,1,使,cause,马克思说过，假如必须等待积累去,15,,,,,,
67,1,使,cause,某些单个资本增长到能够修铁路的程度，那恐怕直到今天世界上还没有铁路，但是通过股份公司，转瞬间就把这件事办成了,54,,,,,,
67,4,从而,cause,当然筹资不是证券市场的唯一功能，资本定价和资本配置也是证券市场的基本功能，尤其资本配置功能对优化资源配置起到无形的调节作用，使得资源朝着效率高的行业流动,76,,,,,,
67,4,从而,cause,促进全社会生产力的发展,11,,,,,,
67,7,推动,cause,从二十世纪90年代初开始，我国证券市场经历了二十多年的发展历程，从初具规模到发展壮大，已成为中国国民经济中一个重要行业，对,61,,,,,,
67,7,推动,cause,国民经济增长作出了重大贡献,13,,,,,,
67,14,作用,cause,可见，证券市场在我国经济社会发展过程中发挥的,22,,,,,,
67,14,作用,cause,越来越大,4,,,,,,
67,21,由于,cause,历史原因，股权配置存在两方面的问题，一是从计划经济向市场经济过渡过程中，众多的国有企业上市后形成股权分置制度,54,,,,,,
67,21,由于,cause,即同股不同权,6,,,,,,
67,23,使得,cause,在成熟的证券市场，如果上市公司的股价因为经营不善而长期低迷时，战略投资者会大量收购该公司的股票，成为控股股东，控制公司生产经营，选用优秀职业经理人、改善生产效率，带领公司走出低迷期，,91,,,,,,
67,23,使得,cause,企业脱胎换骨,6,,,,,,
67,24,使得,cause,股权分置制度,6,,,,,,
67,24,使得,cause,流通股大股东无法控制企业，企业无法在市场压力下进行正常优胜劣汰，日久天长，股市便失去活力,44,,,,,,
67,26,促使,cause,股权分置问题的解决促进了证券市场制度建设和上市公司治理结构的改善，有利于改善投资环境，,43,,,,,,
67,26,促使,cause,证券市场持续健康发展,10,,,,,,
67,29,导致,cause,国有股股东不是人格化主体，不具备决策能力，无论从机制上还是能力上都无法对管理者进行监督，在生产经营过程中产生“内部人控制”现象严重，,66,,,,,,
67,29,导致,cause,国有资产流失、损害中小股东利益的事件屡禁不止,22,,,,,,
67,31,作用,cause,机构投资者对证券市场可起到稳定器的,17,,,,,,
67,31,作用,cause,，这可从行为金融学理论得到解释，典型表现在反馈策略,25,,,,,,
67,33,使,cause,正反馈交易,5,,,,,,
67,33,使,cause,股价变动趋势加强，价格变动幅度增大，不利于股市稳定；,26,,,,,,
67,35,使得,cause,反馈理论认为，虽然市场上存在着大量理性投资者，但整个市场的非理性很快就能把这类有限理性淹没，最终,48,,,,,,
67,35,使得,cause,市场存在连续的反馈,9,,,,,,
67,39,所以,cause,除投资者结构之外，交易的频繁度对市场的影响程度不可小觑，股市定价是交易定价，持有股票但不交易并不会直接对股价产生影响，中小投资者大多数以短线和超短线从事交易，对总交易量贡献率达到80%以上,94,,,,,,
67,39,所以,cause,中小投资者资金总量虽然不占绝对优势，但交易的频率之高却可以左右定价，同时配合正反馈效应，当趋势来临时很难改变，导致市场大起大落,63,,,,,,
67,41,从而,cause,更重要的是，在以机构投资者为主的市场博弈中，如果上市公司股价出现不理性波动，机构会迅速介入，通过反向操作实现套利，使得股价回归合理价格,67,,,,,,
67,41,从而,cause,有效遏制股市波动幅度,10,,,,,,
67,42,带来,cause,目前普遍认为我国股票市场交易过于旺盛，机构长期持股能够适当降低股票市场流动性，减小由于流动性溢价,48,,,,,,
67,42,带来,cause,中小板和创业板估值偏高的问题,14,,,,,,
67,44,使,cause,证券市场发展应着力培养价值投资环境，通过内生机制抑制指数巨幅波动，,33,,,,,,
67,44,使,cause,证券市场发展与经济发展相匹配,14,,,,,,
67,45,作用,cause,通常来讲，成熟的证券市场中重要指数年化收益率相对稳定，波动率小，这有利于机构投资者资金长期沉淀，更好地发挥稳定器,56,,,,,,
67,45,作用,cause,，证券市场发展才能进入良性循环,15,,,,,,
67,48,带来,cause,现代金融创新速度快，衍生品杠杆率难以控制，各金融领域相互渗透，股权期权交叉现象突出，这给证券市场监管,50,,,,,,
67,48,带来,cause,极大挑战,4,,,,,,
67,49,使,cause,金融证券市场监管要坚持信息公开，,16,,,,,,
67,49,使,cause,投资者能够依据准确的信息选择投资对象,18,,,,,,
67,51,促进,cause,证券市场体系的完善能够促进证券市场筹资和融资功能发挥，增强社会投资信心，,36,,,,,,
67,51,促进,cause,资本合理流动，让金融回归到支持实体经济发展的正确轨道上来,28,,,,,,
67,55,带来,cause,由于历史原因，我国股票发行制度一直采用审核制，由此,25,,,,,,
67,55,带来,cause,的IPO高市盈率、高超募和高价格三高现象突出，财务造假冲动难以抑制，同时股票发行的决定权集中在宏观监管者手中，证券监管部门既是监管者又是执行者，一旦出现问题，责任难以追究,85,,,,,,
68,4,造成,cause,邢成：从涉及内容的角度看，慈善信托与公益信托基本可以等同而论，例如，《慈善法》第一条和《信托法》第六十条都规定了扶贫、济困、救助灾民、救助自然灾害、事故灾难和公共卫生事件等突发事件,90,,,,,,
68,4,造成,cause,的损害，发展教育、科技、文化、艺术、体育事业，发展环境保护事业，维护生态环境以及发展其他社会公益事业等内容,53,,,,,,
68,19,推动,cause,邢成：其实在《信托法》基础上信托公司已经具备了开展公益信托的基本条件，《慈善法》的颁布实施当然是一个重大利好因素，为信托公司更广泛的开展公益信托业务提供了更完备的法律保障和更便捷的操作平台，必然进一步,100,,,,,,
68,19,推动,cause,和提升公益信托的发展,10,,,,,,
68,22,推动,cause,《慈善法》出台后，民政部明确表示将有选择地开展慈善信托试点工作，2017年将制定出台有关慈善信托的备案管理办法，做好、做实制度标准的设计并尽快出台，积极,76,,,,,,
68,22,推动,cause,扶持政策的出台，与有关部门一起积极探索慈善法首次提出的国家为慈善事业提供金融支持政策支持，以及在用地、产权转让等方面的优惠,61,,,,,,
68,26,导致,cause,《信托法》规定公益信托从设立到终止整个过程由公益事业管理机关监管，但是《信托法》始终没有明确该管理机关主体归属的问题，,59,,,,,,
68,26,导致,cause,公益信托因无法确定主管机关而无法设立,18,,,,,,
68,27,导致,cause,"《慈善法》则明确了民政部门作为监管部门的地位,避免了相关行政部门懒政、不作为，相互推诿，",44,,,,,,
68,27,导致,cause,公益信托主管部门一直缺失，严重滞后的弊端，是对公益信托的一大制度保障和政策利好,39,,,,,,
68,28,使,cause,"而作为主管机构的各级民政部门需在《慈善法》基础上，制订公益信托监管的实施细则和监管办法,紧密结合《慈善法》与《信托法》相关条款，",64,,,,,,
68,28,使,cause,二者紧密衔接、口径一致,11,,,,,,
68,30,使得,cause,"按照《信托法》规定，公益信托的设立需采取审批制,这使得公益信托的设立难度大大增加，加之其他因素的综合影响，",53,,,,,,
68,30,使得,cause,信托业在黄金10年发展中，符合《信托法》要求的公益信托为数极少,31,,,,,,
68,31,使得,cause,《慈善法》则确立了慈善信托设立的备案管理制度，,23,,,,,,
68,31,使得,cause,慈善信托的开展更具有操作性,13,,,,,,
68,35,使得,cause,"但《慈善法》规定“慈善信托的委托人根据需要,可以确定信托监察人”，把是否设置监察人作为委托人可以自愿选择的事项，使得《信托法》中公益信托必须设置信托监察人的规定具有十分灵活的选择性，这",92,,,,,,
68,35,使得,cause,慈善信托的设立具有明显的便利性和高效率,19,,,,,,
69,2,带来,cause,其中，城投债作为中国市政债券的雏形，在满足地方政府筹集建设资金需求的同时，也,38,,,,,,
69,2,带来,cause,了发债主体监管弱化、债券市场定价扭曲以及地方政府债务不透明等诸多风险，限制了中国企业债券市场的健康发展,51,,,,,,
69,3,决定,cause,此次《中共中央关于全面深化改革若干重大问题的决定》（以下简称《,31,,,,,,
69,3,决定,cause,》）中明确提出要“发展并规范债券市场”，“允许地方政府通过发债等多种方式拓宽城市建设融资渠道”，后期城投债转型为市政债或将作为化解地方政府债务风险的重要途径，铺就中国债券市场稳健与可持续发展的道路,98,,,,,,
69,4,带来,cause,当前城投债发展乱象纷呈作为地方政府绕道预算法的产物，城投债自出生就带上了“不规范”的帽子，而伴随其整体规模的快速膨胀，与此前支持地方政府筹集建设资金的贡献相比，城投债所,84,,,,,,
69,4,带来,cause,的政府债务风险集聚问题更受社会各界关注,19,,,,,,
69,5,造成,cause,第一，城投债发债与偿债主体不统一,16,,,,,,
69,5,造成,cause,有效监管难以实施,8,,,,,,
69,6,使得,cause,城投债的发行主体自身并无能力对债项进行偿还，往往需要依赖当地政府，即实际偿债主体为当地政府，这就造成了发行与偿债主体不统一，,62,,,,,,
69,6,使得,cause,针对普通信用债发债主体的监管难有成效,18,,,,,,
69,7,造成,cause,同时，还,4,,,,,,
69,7,造成,cause,城投债风险揭示不充分，因为无论是最初评级或是后续的跟踪评级，投资者看到的材料只涉及平台企业，而实质偿债的地方政府有效信息却难以取得,65,,,,,,
69,8,导致,cause,第二，地方政府隐性信用背书,13,,,,,,
69,8,导致,cause,市场信用风险溢价机制难以形成,14,,,,,,
69,18,使得,cause,监管体系的全面有效,9,,,,,,
69,18,使得,cause,美国地方政府财务透明，以此为基础的评级结果公开有效,25,,,,,,
69,23,带来,cause,多元化的投资者结构，不同层次的风险偏好，,20,,,,,,
69,23,带来,cause,的是市场风险定价机制相对有效，不同地方政府发行的市政债融资成本与其信用资质相当，资源配置较为合理,48,,,,,,
69,24,带来,cause,《决定》为中国市政债券的推出创造多方有利条件中国市政债券的推出除受到法律“硬约束”之外，地方政府的“软条件”尚难满足：一是地方政府财务信息不公开透明,74,,,,,,
