article,sentence,keyword,cause,effect
1228,20,使得,中国整体消费增长稳健,从基本的食品和衣物转向可选消费品或无形商品以及从线下销售转向线上销售
1228,20,使得,消费模式的转变,消费力更多地集中在某些行业
1228,20,使得,消费模式的转变,从基本的食品和衣物转向可选消费品或无形商品以及从线下销售转向线上销售
1228,28,推动,提升生活服务的水平,互联网与服务业的融合
1229,4,带来,经济发展,居民收入水平提高
1229,5,使得,善的生活条件,人们在物质以外精神层面的追求与日俱增
1229,12,使,“共享经济”为人们旅,空闲资源得到匹配
1229,12,使,“共享经济”为人们旅,外溢效应明显
1229,13,推动,“共享经济”出现尤其是各种民宿的出现,贫困地区产业脱贫的开展
1229,21,使得,拼假延长了闲暇时间,长线旅游备受青睐
1229,22,推动,旅游业作为一个蓬勃发展的行业,服务业发展
1229,22,推动,旅游业作为一个蓬勃发展的行业,改善产业结构、带动消费升级、拉动就业方面成效显著
1229,22,推动,旅游业作为一个蓬勃发展的行业,目前已成为新的经济增长点
1229,25,带来,旅游市场的火爆,相关行业快速发展
1229,25,带来,旅游市场的火爆,增加了就业岗位和就业机会
1229,25,带来,旅游收入的连续走高,相关行业快速发展
1229,25,带来,旅游收入的连续走高,增加了就业岗位和就业机会
1230,2,推动,去产能政策的进一步加码,大宗商品价格快速上涨
1230,2,推动,环保政策因素,大宗商品价格快速上涨
1230,2,推动,供给进一步出现回落,大宗商品价格快速上涨
1230,10,使得,全国性高温和强降雨天气影响了蔬菜等农产品的生产和供应,食用农产品价格出现持续上涨
1230,25,带来,去产能,供给收缩
1230,25,带来,环保限产,供给收缩
1230,33,促进,工业产品价格涨幅扩大,生产和投资行为
1230,33,促进,促进企业利润增长,生产和投资行为
1231,3,引发,余额宝一再“瘦身”,社会关注
1231,12,使得,余额宝主动“瘦身”可能与蚂蚁金服的开放政策,“堵”中有“疏”
1231,12,使得,运营平台“财富号”向基金行业的开放为投资者提供了更多选择,“堵”中有“疏”
1231,20,从而,投资者只有与之吻合实施自有资金的小额存放,确保广大余额宝用户的资金安全
1231,20,从而,才有助于防范流动性风险,确保广大余额宝用户的资金安全
1231,24,促进,高净值客户,自身相关业务的转型升级
1231,24,促进,高净值客户,更好地集聚资金服务于实体经济发展
1232,41,使得,业基础,张作霖在军阀混战中占得先机
1232,41,使得,业基础,有其他军阀无法匹敌的海、空
1233,2,促进,减少监管套利空利,资金“脱虚入实”的政策
1233,12,使得,市场利率逐渐上移,部分直接融资需求向间接融资发生迁移
1233,12,使得,企业债同比少增较多,部分直接融资需求向间接融资发生迁移
1233,22,导致,MPA考核会让表内信贷转移至表外融,表外融资再回归表内
1233,22,导致,份银监会出台一系列政策措施则会抑制表外融资的增,表外融资再回归表内
1234,0,使得,法国大选结果尽如人意,市场中对美联储下月即将加息的预期升温
1234,0,使得,韩国新总统出炉,市场中对美联储下月即将加息的预期升温
1234,0,使得,美联储内部“鹰”声频传,市场中对美联储下月即将加息的预期升温
1234,2,引发,美国第一季度经济数据疲弱,市场对美联储6月加息的预期一度跌至50%之下
1234,2,引发,美国总统特朗普兑现竞选承诺能力,市场对美联储6月加息的预期一度跌至50%之下
1234,3,使得,法国大选结果尽如人意,市场中对美联储下月即将加息的预期升温
1234,3,使得,韩国新总统出炉,市场中对美联储下月即将加息的预期升温
1234,3,使得,美联储内部“鹰”声频传,市场中对美联储下月即将加息的预期升温
1234,17,从而,美国失业率低于4%,美联储快速加息
1235,9,推动,进口价格大幅上涨,进口值增长
1235,13,推动,人民币对美元中间价较去年同期贬值近6%,出口增长
1235,21,推动,进口价格上涨,进口值明显增长
1235,21,推动,铁矿砂上涨,进口值明显增长
1235,21,推动,价格上涨,进口值明显增长
1235,24,所以,中国目前处于全球产业链中低端,实际获利并没有统计顺差额那么大
1235,24,所以,加工制造收益不高,实际获利并没有统计顺差额那么大
1235,24,所以,加工贸易进出口货物是全价值统计,实际获利并没有统计顺差额那么大
1235,26,造成,美方对我国实行高技术产品出口限制,中国对美贸易顺差
1235,37,使得,中美元首会晤成功,中美之间爆发全面贸易战的可能性大大降低
1235,37,使得,中美元首会晤成功,价格上涨贡献减弱、基数抬高
1236,7,使得,通过简政放权、激发微观主体的市场活力,供给侧结构性改革更加契合需求端的市场变化
1236,7,使得,让市场机制在资源配置中起决定性作用,供给侧结构性改革更加契合需求端的市场变化
1236,8,由于,我国的传统增长方式仍存在着很大的惯性,单靠市场机制的调节难以立竿见影
1236,8,由于,国有企业的行政色彩仍然比较浓,单靠市场机制的调节难以立竿见影
1236,9,因此,经济硬着陆,深化国企改革
1236,9,因此,经济硬着陆,增强市场活力
1236,9,因此,经济硬着陆,防范经济和金融风险
1236,9,因此,经济硬着陆,去产能、去库存、去杠杆“三去”
1236,22,造成,城市房价过快上涨,部分资金脱实向虚
1236,22,造成,城市房价过快上涨,形成交叉性金融风险
1236,22,造成,城市房价过快上涨,各地的互联网金融风险和非法集资案件层出不穷
1236,22,造成,加大了房贷和房产抵押贷款风险,部分资金脱实向虚
1236,22,造成,加大了房贷和房产抵押贷款风险,形成交叉性金融风险
1236,22,造成,加大了房贷和房产抵押贷款风险,各地的互联网金融风险和非法集资案件层出不穷
1236,22,造成,金融市场中跨市场、跨机构、加杠杆的现象增多,部分资金脱实向虚
1236,22,造成,金融市场中跨市场、跨机构、加杠杆的现象增多,形成交叉性金融风险
1236,22,造成,金融市场中跨市场、跨机构、加杠杆的现象增多,各地的互联网金融风险和非法集资案件层出不穷
1236,24,作用,宏观经济调控各目标间的平衡更加难以把握,及时有效地进行供给侧改革
1236,24,作用,宏观经济调控各目标间的平衡更加难以把握,解决供给侧的主要矛盾
1236,24,作用,宏观经济调控各目标间的平衡更加难以把握,才能实现经济运行提质增效
1236,24,作用,宏观经济调控各目标间的平衡更加难以把握,稳增长、调结构、防风险的有机统一
1237,3,使,支持三农理念上存在偏差,贫困户贷款更难
1237,3,使,支持三农理念上存在偏差,在实现农村全面奔小康
1237,3,使,支持三农理念上存在偏差,拉大了贫富的差距
1237,3,使,对待贫困农户贷款申请怕担风险,贫困户贷款更难
1237,3,使,对待贫困农户贷款申请怕担风险,在实现农村全面奔小康
1237,3,使,对待贫困农户贷款申请怕担风险,拉大了贫富的差距
1237,4,导致,农村信用社普遍实行贷款责任终生制,信贷人员产生“多贷多风险
1237,4,导致,农村信用社普遍实行贷款责任终生制,农村信用社资金放不出去的非正常现象
1237,4,导致,执行新增贷款“零风险”,信贷人员产生“多贷多风险
1237,4,导致,执行新增贷款“零风险”,农村信用社资金放不出去的非正常现象
1237,13,使得,不能满足客户结算资金快速汇划,农村信用社失去了一批存款大户
1237,13,使得,不能满足客户结算资金快速汇划,存款增量难
1237,13,使得,不能满足客户结算资金快速汇划,信贷支农后劲不足
1237,13,使得,一些优质客户和产业大户纷纷“迁户”进城,农村信用社失去了一批存款大户
1237,13,使得,一些优质客户和产业大户纷纷“迁户”进城,存款增量难
1237,13,使得,一些优质客户和产业大户纷纷“迁户”进城,信贷支农后劲不足
1237,15,造成,农村邮政储蓄抽走了农村信用社约13以上的存款资源,农村经济发展的资金供求失衡
1237,15,造成,农村邮政储蓄抽走了农村信用社约13以上的存款资源,央行又要通过支农再贷款“反哺”
1237,15,造成,农村的社会资金非农化流失,农村经济发展的资金供求失衡
1237,15,造成,农村的社会资金非农化流失,央行又要通过支农再贷款“反哺”
1237,18,使,农村信用社必然加强信贷资金的保全措施,得不到信用社的贷款支持
1237,27,作用,积极支持农业产业化经营，着重支持龙头企业的壮大发展,实现农民增收致富奔小康
1237,27,作用,农业产业结构调整,实现农民增收致富奔小康
1238,5,从而,账户分类机制更合理,保护客户资金安全
1238,11,导致,农村社交范围小,农村电信诈骗愈演愈烈
1238,14,使得,减少非活跃的支付账户,电信诈骗案件可快速找到线索
1238,14,使得,减少非活跃的支付账户,提高犯罪分子进行诈骗的成本
1238,14,使得,减少非活跃的支付账户,降低犯罪发生率
1238,14,使得,实名制的落实,电信诈骗案件可快速找到线索
1238,14,使得,实名制的落实,提高犯罪分子进行诈骗的成本
1238,14,使得,实名制的落实,降低犯罪发生率
1238,28,因,阻拦客户受骗转账而遭到的客户投诉,保障员工防范拦截诈骗的积极性
1238,28,因,功拦截电信诈骗的进行奖励表彰,保障员工防范拦截诈骗的积极性
1239,5,因此,传媒板块整体表现出高风险性特征,寻找安全边际品种
1239,19,使得,前期行业外延式并购使得大部分公司的经营业绩得到持续利好,应收账款周转率中位数水平较去年也有所回升
1239,27,由于,上市公司逐步进入横向以及纵向的并购整合时期,外延式并表对于行业整体的景气度有了进一步的提升
1240,35,促进,做好与供给侧结构性改革相适应的总需求管理,经济平稳增长
1240,35,促进,营造适宜的货币金融环境,经济平稳增长
1241,6,使得,投资会形成新的生产能力,当然旧的生产能力也会有一部分被
1241,6,使得,投资会形成新的生产能力,来说增长
1241,6,使得,形成新的生产能力,当然旧的生产能力也会有一部分被
1241,6,使得,形成新的生产能力,来说增长
1242,5,使,要适度规模化经营,农产品市场供给充足
1242,5,使,要适度规模化经营,保障市场稳定
1242,5,使,提高单位面积农产品产量,农产品市场供给充足
1242,5,使,提高单位面积农产品产量,保障市场稳定
1242,11,使得,农民增收难,银行提供的信贷资金面临较大风险
1242,16,推动,农产品结构调整要“合理”,粮经饲统筹
1242,16,推动,农产品结构调整要“合理”,农林牧渔结合
1242,16,推动,农产品结构调整要“合理”,种养加一体
1242,16,推动,农产品结构调整要“合理”,一二三产业融合发展
1242,19,作用,多种形式农业适度规模经营在结构性改革中的引领,降低生产成本
1242,19,作用,多种形式农业适度规模经营在结构性改革中的引领,提高农业效益和竞争力
1242,23,作用,提高农业效益和竞争力,加大涉农资金的整合力度，撬动更多社会资金投入农业农村
1242,23,作用,结构性改革的,加大涉农资金的整合力度，撬动更多社会资金投入农业农村
1243,1,使得,余额宝横空出世便广受追捧,互联网金融广为人知
1243,4,促进,互联网金融健康发展,互联网金融发展
1243,4,促进,互联网金融健康发展,为各个领域机构推进互联网金融业务指明了发展路径
1243,5,使得,互联网支付、网络借贷、股权众筹融资、互联网基金销售、互联网保险、互联网信托和互联网消费金融等主要互联网金融业态的监管职责分工,各类机构推进互联网金融创新业务更加有章可循
1243,12,带来,网络借贷（P2P）面临监管政策将趋于严格和规范,相对混乱的网络借贷机构发生洗牌
1243,21,促使,互联网金融行业的法律法规进一步完善,互联网金融由粗放发展转向精细化运营
1243,22,促使,互联网金融行业自身竞争加速,行业健康化和规范化发展
1244,5,使,改变当前“阳光财政”不“阳光”、“透明预算”不“透明”的现象，保障广大人民的知情权和监督权,财政信息透明程度适应国家治理体系和治理能力现代化的要求
1244,16,由于-因此,相关报表往往篇幅长,，预算看不懂、账单看不透的现象频频出现
1244,16,由于-因此,相关报表往往篇幅长,降低了公众对政府的信任
1244,16,由于-因此,有些领域专业术语比较晦涩,，预算看不懂、账单看不透的现象频频出现
1244,16,由于-因此,有些领域专业术语比较晦涩,降低了公众对政府的信任
1244,18,使得,佛山某高速公路公司由于漏报小数点,运营管理支出较实际数额增加了
1244,37,使,将财政专户管理资金视为“第五本账”纳入全口径预算,预算编制更精准
1245,2,所以,楼市同比数据“低平台”起跳,行业的稳定健康发展依旧需要各方努力
1245,11,使得,北京楼市的成交低谷,今年国庆期间的成交量比2013年同期仍有近15%的差距
1245,11,使得,楼市整体复苏,今年国庆期间的成交量比2013年同期仍有近15%的差距
1245,16,导致,楼市成交处于高位,签约后延
1245,16,导致,环比数据前值较高,签约后延
1245,16,导致,小长假,签约后延
1245,19,所以,交易量环比略有下滑,正常波动
1245,19,所以,易规模是处于高位,正常波动
1245,28,使得,公积金异地贷款政策出台,大城市周边的市场交易趋于活跃
1246,5,使得,巨额买单频现促使绿盘震荡的银行、地产等板块逐步企稳,沪指摆脱压制
1246,34,因此,股市还不稳定,投资者不用担心“国家队”撤离
1246,34,因此,投资者信心没有完全恢复,投资者不用担心“国家队”撤离
1246,35,因为,大盘的形态就会走坏,指数可能承压继续下行
1246,40,使得,市场波动,强势股得以显山露水
1247,10,从而,楼市回暖有助于稳定开发商预期,加大地产投资
1247,13,从而,住房销售量价齐升,下一轮投资
1247,13,从而,地产开发商能够快速回笼资金,下一轮投资
1247,13,从而,消化此前库存,下一轮投资
1247,14,使得,下半年降息等宽松货币政策预期不改,地产商直接融资及间接融资的渠道更为通畅
1247,14,使得,下半年降息等宽松货币政策预期不改,地产商未来的开发投资节奏有望进一步改善
1247,20,从而,房地产投资减速,增大了地方政府的短期偿债压力
1247,20,从而,房地产投资减速,地方债务风险暴露敞口的不断扩大
1247,20,从而,房地产投资减速,区域经济稳定
1247,20,从而,土地财政收入下滑,增大了地方政府的短期偿债压力
1247,20,从而,土地财政收入下滑,地方债务风险暴露敞口的不断扩大
1247,20,从而,土地财政收入下滑,区域经济稳定
1247,23,导致,八家股份制银行不良贷款率更是全线突破1%,银行资产进一步恶化
1247,23,导致,房企贷款违约激增,银行资产进一步恶化
1247,24,使,地产业的回暖,投资后继有力
1247,24,使,地产业的回暖,与楼市相关的不良贷款风险敞口增大
1247,24,使,地产业的回暖,缓解地方债务压力
1247,24,使,缓开发商资金的压力,投资后继有力
1247,24,使,缓开发商资金的压力,与楼市相关的不良贷款风险敞口增大
1247,24,使,缓开发商资金的压力,缓解地方债务压力
1247,33,因此,中国经济目前新旧增长动力转换,传统产业的力量
1247,33,因此,中国经济目前新旧增长动力转换,缓冲经济转型期的阵痛
1247,33,因此,增长速度比较快,传统产业的力量
1247,33,因此,增长速度比较快,缓冲经济转型期的阵痛
1247,34,从而,地产业的投资转暖,中国经济在触底反弹时积蓄更足后劲
1247,34,从而,地产业的投资转暖,经济增速保持中高速夯实基
1247,34,从而,金融业风险扩大,中国经济在触底反弹时积蓄更足后劲
1247,34,从而,金融业风险扩大,经济增速保持中高速夯实基
1248,26,使得,农民获得贷款的概率较低,农民对贷款望而却步
1248,26,使得,农民获得贷款的概率较低,只好从亲朋好友中借款
1248,26,使得,难以下降的贷款利率,农民对贷款望而却步
1248,26,使得,难以下降的贷款利率,只好从亲朋好友中借款
1248,29,决定,技术的发展,农业的进步
1248,29,决定,技术的发展,完善农村金融服务体系来加以化
1248,40,使得,增加农户信用,农户更容易获得信贷支持
1249,6,使得,QE退,美元更加强势
1249,14,造成,美元走强,新兴市场国家货币相对贬值
1249,14,造成,美元走强,形成美元回流的态势
1249,18,导致,经常账户逆差和相对富有弹性的汇率制度,总外债的规模普遍超过了外汇储备
1249,18,导致,外汇储备的增长却相对缓慢,总外债的规模普遍超过了外汇储备
1249,19,引发,短期外债的比率相对较高,货币危机
1249,19,引发,短期内货币大幅贬值,货币危机
1249,21,导致,产业水平发展滞后、能源独立程度低,经常账户保持逆差
1249,21,导致,进口规模更大,经常账户保持逆差
1249,22,导致,全球需求萎缩,经常账户逆差进一步恶化
1249,22,导致,以大宗商品和加工贸易产品为主的出口需求遭遇了更大冲击,经常账户逆差进一步恶化
1249,24,使,可以加息或加强资本管制，亡羊补牢,市场对东道国的国际支付能力产生更大的质疑
1249,24,使,可以加息或加强资本管制，亡羊补牢,加剧市场恐慌的催化剂
1249,24,使,资本外逃,市场对东道国的国际支付能力产生更大的质疑
1249,24,使,资本外逃,加剧市场恐慌的催化剂
1249,24,使,加息和加强资本管制不仅难以缓解资本外流,市场对东道国的国际支付能力产生更大的质疑
1249,24,使,加息和加强资本管制不仅难以缓解资本外流,加剧市场恐慌的催化剂
1249,25,带来,新兴经济体都难逃QE退,慢性危机
1249,25,带来,、全球货币再平,慢性危机
1249,30,带来,为新兴经济体的工业化和城镇化进程提供了资金基,丰富的技术和管理经验
1249,34,造成,中心国家央行史无前例的宽松货币政策,需求萎缩
1249,34,造成,去杠杆,需求萎缩
1249,38,由于,黄金价格、大宗商品价格持续性下跌,有助于加速其内生性复苏
1249,38,由于,商品成本降低,有助于加速其内生性复苏
1249,39,使得,QE退出,新兴经济体与发达经济体更加分化
1249,39,使得,及货币政策常态,新兴经济体与发达经济体更加分化
1250,8,使得,支付不仅提供资金的充值、提款通道,互联网金融成为可能
1250,8,使得,提供了整个账户的托管,互联网金融成为可能
1250,12,由于,出发点不同,传统金融机构和互联网企业在客户体验上有着巨大的差别
1250,14,使,互联网平台,渠道能力大幅提升
1250,14,使,互联网平台,获取客户的成本、效率、交易处理的成本大幅度下降
1250,16,使得,互联网云计算的能力,互联网金融形态成为可能
1250,16,使得,一个账户体系的形成,互联网金融形态成为可能
1251,4,因此,购房者的置业计划也会绕开清明假期,北京楼市成交降温
1251,7,使得,楼盘供应的户型略有增加,北京部分楼市对客户的吸引力下降
1251,7,使得,户型结构的变化,北京部分楼市对客户的吸引力下降
1251,16,所以,并没有很具针对性的降价因素,出现大幅度降价
1252,1,由于-因此,有3300亿元逆回购到期,公开市场形成净回笼3300亿元
1252,5,由于,节前连续逆回购操作陆续到期,自然资金回笼4500亿元
1252,17,使得,较高的杠杆率,市场融资需求依然强烈
1252,17,使得,较高的杠杆率,借新换旧的压力
1252,17,使得,较高的杠杆率,推高资金利率
1252,20,从而,利率市场化进程的加快将提升市场对资金成本上行的预期,资金利率中枢的高位常态化
1252,20,从而,利率市场化进程的加快将提升市场对资金成本上行的预期,资金成本在深化改革的过程中也难以下降
1252,24,引起,央行通过公开市场操作和SLO、SLF等流动性调节工具有效地应对了多种,短期资金波动
1252,25,作用,操作在稳定资金利率上的积极,管理层在节前频发逆回购和运用SLF等工具抑制资金利率冲
1253,2,使得,安条克曾为塞琉古帝国开疆,帝国的版图达到极盛
1253,5,因,罗马干涉,亚美尼亚王国也被迫成为罗马帝国的附庸
1253,18,使,欧克拉提德斯的黩武,巴克特里亚王国成为国土广袤的中亚强国
1254,27,从而,债务将由反担保方常州青红化工有限公司先行代偿,债务不会对投资者违约
1254,30,使得,代偿机制的存在,债券违约事件的发生
1254,36,导致,中国信用债市场的第一个扩容高峰,第一个长期债券偿债高峰
1254,36,导致,当年发行的5年期债券较多,第一个长期债券偿债高峰
1254,38,使得,企业盈利改善,债券本息兑付很大程度上要依靠再融资解决
1254,38,使得,企业盈利改善,债券发行人整体再融资压力将进一步提升
1254,38,使得,内生性现金流入有限,债券本息兑付很大程度上要依靠再融资解决
1254,38,使得,内生性现金流入有限,债券发行人整体再融资压力将进一步提升
1256,0,推动,以财税改革作为深化市场经济体制改革突破口,经济增长提质增效
1256,0,推动,以财税改革作为深化市场经济体制改革突破口,新一轮财税改革方案有望进一步打开中国未来可持续发展的潜力空间
1256,2,带来,营改增,超过５００亿元的减税规模
1256,2,带来,营改增,企业减负效果明显
1256,3,使,中国经济已步入存量改革“深水区”,生产要素配置更趋合理
1256,3,使,中国经济已步入存量改革“深水区”,增强市场活力
1256,3,使,中国经济已步入存量改革“深水区”,助力中国经济的转型升级
1256,3,使,财税改革将与金融、价格、投资等其他重点领域的改革事项呼应配合,生产要素配置更趋合理
1256,3,使,财税改革将与金融、价格、投资等其他重点领域的改革事项呼应配合,增强市场活力
1256,3,使,财税改革将与金融、价格、投资等其他重点领域的改革事项呼应配合,助力中国经济的转型升级
1256,12,使得,推进预算绩效管理改革,政府预算有的放矢
1256,20,从而,落实省以下财政分税制、财政体制框架扁平化,释放千千万万市场主体的创新活力
1256,20,从而,落实省以下财政分税制、财政体制框架扁平化,打开中国未来可持续地高速、高质发展的潜力空间
1256,20,从而,政府职能的进一步转变,释放千千万万市场主体的创新活力
1256,20,从而,政府职能的进一步转变,打开中国未来可持续地高速、高质发展的潜力空间
1256,20,从而,优化财政支出结构,释放千千万万市场主体的创新活力
1256,20,从而,优化财政支出结构,打开中国未来可持续地高速、高质发展的潜力空间
1257,5,由于-因此,国家资金外流的结构性问题短期内难以解决,新兴经济体金融市场波动恐难平复
1257,17,导致,美联储退出量宽政策,印尼盾持续贬值
1257,18,促进,减少企业出口的购汇限制,外商投资
1257,18,促进,紧急财政刺激方案,外商投资
1257,21,由于,零售、消费者信心指数等指标均不及,资本品进口
1257,21,由于,零售、消费者信心指数等指标均不及,制造业和国内投资表现将进一步收缩
1257,21,由于,私人消费可能在下半年加速下降,资本品进口
1257,21,由于,私人消费可能在下半年加速下降,制造业和国内投资表现将进一步收缩
1257,23,致使,央行预计国际收支将有所改善,对原油和天然气的进口猛增
1257,23,致使,央行预计国际收支将有所改善,经常项目赤字扩大
1257,23,致使,央行预计国际收支将有所改善,内需疲软
1257,23,致使,央行预计国际收支将有所改善,进口需求
1257,24,使得,全球经济增幅放缓,进口猛增的情况
1257,24,使得,宗教节日,进口猛增的情况
1257,26,使得,美国8月非农就业报告不理想,缩减QE规模的概率下
1257,28,带来,QE退出预期增,资金大幅外流
1257,28,带来,QE退出预期增,金融资产抛售
1257,32,造成,国家的经济发展过于依赖外部资金带动,局部领域发展过快
1257,32,造成,国家的经济发展过于依赖外部资金带动,过度杠杆化
1257,32,造成,国家的经济发展过于依赖外部资金带动,加剧了经济“空心化
1258,0,导致,银行间债市现券收益率延续前期升势,市场进一步受挫
1258,1,使得,进出口行三期新债招标竟然有两期未招满,金融债收益率普遍上升
1258,6,使得,只有上市券商才能发行短融和公司债,整个证券行业平均经营杠杆率仅为1.6倍左右
1258,6,使得,只有上市券商才能发行短融和公司债,远低于国际投行一般20--30倍的杠杆率
1258,6,使得,非上市券商的融资渠道较窄,整个证券行业平均经营杠杆率仅为1.6倍左右
1258,6,使得,非上市券商的融资渠道较窄,远低于国际投行一般20--30倍的杠杆率
1258,17,导致,债券投资需占用较大资金,券商的风险敞口过大
1258,17,导致,目前国内的债券投资盈利模式大多采取杠杆+高信用利差+期限错,券商的风险敞口过大
1258,17,导致,持有的债券头寸基本没有风险对冲,券商的风险敞口过大
1258,18,因此,持有资产的价值造成较大负面冲击,不适合使用较大杠杆的金融机构使用
1258,20,因此,安信发行债券募集资金将用于扩大固定收益业务规模,安信证券公告的资金用途似乎与国际投行还有差距
1258,22,促进,证券行业创新,中国证券公司向上述方向转变
1258,24,促进,拓宽证券业融,整个资本市场的发展
1258,24,促进,加大行业经营杠杆率,整个资本市场的发展
1258,24,促进,提升证券行业经营管理水平,整个资本市场的发展
1259,14,使得,铁路负债规模不断膨胀,债务到期还本付息压力持续增加
1259,16,由于,铁路运输具有一定的公益性质,难以满足债务还本付息与新增投资的资金需求
1259,16,由于,铁路运营产生的内部净现金流,难以满足债务还本付息与新增投资的资金需求
1260,4,使得,美联储主席伯南克连续两天在国会参众两院作证词,市场对美联储退出量宽的预期发生动摇
1260,4,使得,美联储主席伯南克连续两天在国会参众两院作证词,美元压力有所增加
1260,6,因,退出”预期下降,两年期国债收益率触及一个月低点
1260,6,因,美债上周有所上涨,两年期国债收益率触及一个月低点
1260,6,因,收益率则有所回落,两年期国债收益率触及一个月低点
1260,12,使得,美元另一压力来自底特律市于上周四申请联邦破产保护,市场对美国经济的稳定感到忧虑
1260,24,所以,宽松货币政策,整体上选举消息仍对日元构成压制
1260,26,所以,日元周一有所升值,日元已提前贬了三天
1260,26,所以,日元周一有所升值,消息明朗后反而失去续升动能
1260,26,所以,安倍所在政党胜选,日元已提前贬了三天
1260,26,所以,安倍所在政党胜选,消息明朗后反而失去续升动能
1260,30,既然-所以,对进一步刺激的需求就会有所下降,市场解读
1260,30,既然-所以,对进一步刺激的需求就会有所下降,日元利好
1260,31,所以,刺激需求下降,日元支撑可能仅为短线支撑
1260,43,使,着领导层更注重实干,投资者对中国经济前景预期稍稍转向乐观
1261,1,使得,偏股基金整体表现远超大盘,的各类基金普获正收
1261,1,使得,偏股基金整体表现远超大盘,，基金总体盈利达700
1261,1,使得,超额收益显著,的各类基金普获正收
1261,1,使得,超额收益显著,，基金总体盈利达700
1261,1,使得,债券市场表现较好,的各类基金普获正收
1261,1,使得,债券市场表现较好,，基金总体盈利达700
1261,8,使得,债券火热,货币基金和保本基金也分别赚48亿元和10亿元
1262,2,由于,监管政策的落实,信用债高速扩容的步伐不会停止
1262,2,由于,企业债发行节奏有所放缓,信用债高速扩容的步伐不会停止
1262,30,从而,融资平台依靠政府注资受限,限制其资产增长规模
1262,30,从而,融资平台依靠政府注资受限,融资平台背书政府信用的泛滥
1262,30,从而,融资平台依靠政府注资受限,平台再融资能力
1262,32,因而,分企业债均由地方融资平台发行,业债发行影响最
1262,47,因此,城镇化是大势所趋,城投债发行规模依然会维持高增长
1262,49,促使,理财资金投资各类非标准化债权资产受到严格限制,信用债的扩容打下坚实基础
1263,18,使得,奉献、互助、友爱、进步,“人为财死、鸟为食亡”的功利论黯然失色
1263,19,使,无国界医生组织,灾难受害者享有获得迅速而有效的专业援助的权利
1264,5,推动,工业化和农业现代化,农村工业园区、现代农业产业园区、农民居住社区“三区”联动发展
1264,5,推动,工业化和农业现代化,解决农民“乐业”问题
1264,6,推动,“三改一化”,农村户口改城市户口
1264,6,推动,“三改一化”,农村集体经济组织改股份制企业、村民委员会改居民委员会
1264,6,推动,“三改一化”,实现医疗、养老、贫困救助等社会保障的城乡一体化
1264,6,推动,“三改一化”,解决农民“保障”问题
1264,11,促进,农村金融体系是农村经济的“造血体”,城乡产业互融和要素流动
1264,11,促进,农村金融体系是农村经济的“造血体”,加快形成城乡经济社会一体化新格局
1264,11,促进,建立现代农业金融服务体系、补齐农村金融短板,城乡产业互融和要素流动
1264,11,促进,建立现代农业金融服务体系、补齐农村金融短板,加快形成城乡经济社会一体化新格局
1264,13,使得,农业的高风险、高投入、低收益,农村金融通常具有服务成本高、经营风险大、盈利能力低
1264,13,使得,农业的高风险、高投入、低收益,很难实现对农业、农村的有力支撑
1264,17,使得,农村金融服务体系与农村经济主体结构的不匹配,难以得到有针对性、高质量的金融服务
1264,20,决定,村镇银行在当地吸收的存款只能用于当地，不得在区县以外放款,村镇银行可以为农村金融体系注入“新鲜血液”
1264,20,决定,村镇银行在当地吸收的存款只能用于当地，不得在区县以外放款,增加金融资源供给
1265,9,由于,经济处于复苏起步阶段,央行货币政策短期内将保持稳定
1265,11,使得,股市近期持续走强,债券市场短期内难以出现趋势性的变化
1265,11,使得,股市近期持续走强,短期券种收益率回落空间有限
1265,11,使得,股市近期持续走强,收益率相对较高的信用债仍是不错的配置选择
1265,11,使得,多空因素的交织,债券市场短期内难以出现趋势性的变化
1265,11,使得,多空因素的交织,短期券种收益率回落空间有限
1265,11,使得,多空因素的交织,收益率相对较高的信用债仍是不错的配置选择
1265,24,因此,央行宣布采用SLO消息的影响逐步释,未来收益率继续下行的概率相对有限
1265,24,因此,，中短期利率产品的行情或暂时告一段,未来收益率继续下行的概率相对有限
1265,30,使得,短期融资券的发行实行余额管理,短期融资券成为一种很好的短期融资工具
1266,14,由于-因此,获得资金成本较高,高收益类信用债将获得稳定的需求
1266,14,由于-因此,获得资金成本较高,市场回调
1266,15,带来,经济复苏的力度,对主要投资高收益债券机构的挤兑
1266,15,带来,权益市场回暖,对主要投资高收益债券机构的挤兑
1266,15,带来,资金分流,对主要投资高收益债券机构的挤兑
1266,17,由于,权益市场调整幅度较深,但获得较为稳定的收益可能行较大
1266,17,由于,可转债安全边际凸显,但获得较为稳定的收益可能行较大
1266,17,由于,可质押后转债持有成本较低,但获得较为稳定的收益可能行较大
1266,21,决定,利率债择机进行波段操作,可转债参与力度
1266,22,决定,利差及经济发展趋势,中长久期金融债的投资方向
1267,0,使得,既得利益者的阻力,出台的方案无法满足各界的期待和预期
1267,2,导致,中国在收入分配改革方面深受库兹涅茨“倒U”假说的影响,收入差距迅速拉大
1267,2,导致,在制度上对收入差距拉大的问题重视程度不够,收入差距迅速拉大
1267,3,导致,从收入分配差距拉大,分配不公
1267,3,导致,从收入分配差距拉大,非法收入、灰色收入扭曲了分配的基本秩序
1267,3,导致,体制不健,分配不公
1267,3,导致,体制不健,非法收入、灰色收入扭曲了分配的基本秩序
1267,11,导致,在收入分配悬殊,经济陷入停滞
1267,11,导致,社会矛盾的激化,经济陷入停滞
